tax_identifier,average,AsnicarF_2017,AsnicarF_2021,BackhedF_2015,Bengtsson-PalmeJ_2015,BritoIL_2016,BrooksB_2017,ChengpingW_2017,ChuDM_2017,CosteaPI_2017,DavidLA_2015,DeFilippisF_2019,DhakanDB_2019,FengQ_2015,FerrettiP_2018,GopalakrishnanV_2018,GuptaA_2019,HMP_2012,HMP_2019_ibdmdb,HMP_2019_t2d,HallAB_2017,HanniganGD_2017,HansenLBS_2018,Heitz-BuschartA_2016,IjazUZ_2017,JieZ_2017,KarlssonFH_2013,KaurK_2020,KeohaneDM_2020,KieserS_2018,KosticAD_2015,LeChatelierE_2013,LiJ_2014,LiJ_2017,LiSS_2016,LifeLinesDeep_2016,LiuW_2016,LokmerA_2019,LomanNJ_2013,LoombaR_2017,LouisS_2016,MatsonV_2018,MehtaRS_2018,NagySzakalD_2017,NielsenHB_2014,Obregon-TitoAJ_2015,OlmMR_2017,PasolliE_2019,PehrssonE_2016,QinJ_2012,QinN_2014,RampelliS_2015,RaymondF_2016,RosaBA_2018,RubelMA_2020,SankaranarayananK_2015,SchirmerM_2016,ShaoY_2019,SmitsSA_2017,TettAJ_2019_a,TettAJ_2019_b,TettAJ_2019_c,ThomasAM_2018a,ThomasAM_2018b,ThomasAM_2019_c,VatanenT_2016,VilaAV_2018,VincentC_2016,VogtmannE_2016,WampachL_2018,WirbelJ_2018,XieH_2016,YachidaS_2019,YassourM_2016,YassourM_2018,YeZ_2018,YuJ_2015,ZeeviD_2015,ZellerG_2014,ZhuF_2020
Bacteroidetes,40.48249215166887,31.43604125,44.871712650273246,41.735873900000016,62.32120128571426,46.61430104651164,4.829108235294117,67.00684288659795,39.44630046153847,45.396714516129,36.3697540425532,44.50126412371133,60.44013572727276,13.416455844155845,31.27124941176469,73.3020484,59.933050000000016,79.35121537414966,67.17789862323302,59.71882722972975,43.284941312741296,4.762132222222221,28.381394879227045,50.65412245283018,5.629319255319147,43.446875116883135,19.388383586206906,53.01964419354839,33.14401735042736,13.816832962962964,49.00237891666666,51.930766130136966,50.39586376923076,62.970783622448955,21.866461090909098,10.404407242290748,37.89010800000001,33.32250122807018,38.97544738095238,36.33372418604652,64.92448347826087,67.91722461538461,46.3382958189656,68.34427099999999,48.35975696969693,20.97234482758621,4.4586521621621635,21.970978571428567,21.62336963350786,59.397239146005475,60.94649746835443,40.208851578947375,75.88476402777775,13.207050416666666,57.77051885714287,21.279130540540542,23.747127261146503,12.629132773722635,20.50058325,57.14162808823529,48.35955840909091,41.173827599999996,52.853585874999986,28.56469466666667,52.402740125,42.5138935414013,17.51914518309858,42.21107615720526,48.83625981818182,13.585455283018861,38.757376879999995,47.55587543999999,55.91581926948047,34.983979166666664,31.549436752767537,77.5706896923077,37.00340492187499,47.27891925555554,33.3511155128205,69.43729853801172
Firmicutes,39.985004883310914,27.4803725,45.33410114754097,26.159663050000017,34.638724999999994,42.70158232558138,36.81819328431373,26.420027216494844,19.268607076923075,45.59067591397852,24.078020638297872,39.91231515463917,28.560640545454554,59.65422584415583,19.492588991596627,21.848651599999997,22.96064233333334,17.779877482993204,27.63721559926249,30.876921554054064,45.3325645559845,62.66431629629632,61.68655043478264,41.46360886792453,62.43837159574466,44.345218025974,66.25302103448279,30.281585483870963,56.94680316239314,17.019189259259257,35.5188705,42.959854246575354,40.83982119230772,26.234375255102027,62.10676527272725,60.29905221145372,33.344068272727284,49.40682877192981,32.53993761904761,46.444078953488386,28.1245345652174,23.863970512820522,45.573059741379346,26.91327529999999,46.76320419191923,65.36494068965519,22.510538108108108,46.401064910714304,33.89644188481675,31.25256165289257,32.12630573839662,47.6411252631579,18.783413333333332,61.15547791666665,36.264241085714296,67.86788540540542,55.26659828025482,35.423481131386865,60.453936,32.513297058823525,46.02679045454545,38.6861736,27.615417375000003,56.972810333333356,34.232251125,29.268036968152877,60.014987464788774,36.74024484716159,44.842941909090904,37.927298113207556,50.76868304,35.665011719999995,33.60892595779221,49.64632888888888,26.372674907749072,13.854776307692312,45.46271445312499,43.5190887444444,54.846492884615365,22.19647169590644
Actinobacteria,11.113258536715618,24.162963124999997,5.818728724954462,20.498728174999993,0.9686242857142856,4.288053895348837,4.179701323529413,4.11753268041237,16.941075692307688,5.466016236559138,3.027898510638298,11.648784536082477,3.8972226363636366,17.870081623376635,20.56853521008403,1.1957888000000003,4.785871833333333,0.5077510204081634,1.0240210202827285,5.188426317567568,6.711667606177609,20.52592209876543,5.2295689371980645,4.409877735849055,26.997304361702124,4.71494142857143,8.528395862068969,14.951141612903227,7.87505,17.322856666666667,12.635174333333335,1.896153150684932,3.9741259230769246,2.787452295918367,12.85935254545454,24.513088431718106,26.377682000000014,2.567352105263158,9.362878571428572,3.7388034883720924,3.549731630434782,2.895642564102564,3.838618728448279,1.0140903999999993,1.9384879797979813,6.655221206896553,2.057338108108108,9.190212053571427,39.45383376963352,3.165674352617081,0.9818755274261598,5.254811578947368,1.2982081944444444,11.173734999999999,0.830502228571429,8.056501621621623,18.565413991507448,33.129873947688495,7.449797000000002,2.1543124999999996,1.0197527272727276,15.256875999999998,6.656979624999998,11.361749666666668,8.0508795,20.706404420382178,19.38704554929577,4.610915283842792,2.4323062727272733,23.971059622641512,6.512684799999997,6.43742412,5.052818246753249,8.616736944444444,26.018944575645733,2.384332,6.816146796874999,5.727700377777772,5.359830320512822,4.313626549707601
Proteobacteria,6.109310470494006,14.842587500000008,1.178495701275045,10.431351625000001,1.2969158571428572,4.560985058139532,51.748032254901986,2.2838340206185563,23.091251384615383,1.7719557706093187,35.142495319148935,1.0382051546391753,5.914677454545456,4.850523116883117,26.31698134453782,2.2555104000000004,9.404555833333335,1.7003797278911563,2.971565666871543,1.4562536148648646,2.804572355212356,3.669224320987656,1.2465395652173912,1.8211550943396224,1.6346925531914893,5.713015870129867,2.010680620689655,1.2916722580645161,0.5455336752136751,51.190386296296296,1.5899022500000004,1.6299469520547956,2.1287320769230775,6.91061341836735,1.1206969090909091,0.5310016563876642,1.6652737272727274,12.086646491228073,16.01551261904762,10.042556627906976,1.5083947826086954,2.7970656410256414,1.9384940840517246,1.8641745999999995,1.1725652777777782,2.352452931034483,70.7129254054054,19.91421133928571,3.6712026701570664,4.986512506887053,4.4193328691983105,2.624657631578947,1.8971479166666663,10.4097625,3.8002749714285757,0.9662851351351354,0.36896112526539276,16.633299452554773,0.34253674999999995,5.010295000000002,3.143811363636364,2.7163299999999997,9.550504999999998,1.4504896666666665,3.3706109999999994,5.408536025477707,1.2479412676056338,11.01407414847162,2.2214058181818204,22.224738490566036,1.63234896,4.671727120000005,3.733422467532468,4.577706666666666,12.720870221402208,5.837862153846154,7.594957968749997,1.0748993111111123,2.4486483333333333,3.5108252046783615
Verrucomicrobia,1.1875337730307072,0.42160437500000003,2.1466697449908927,0.39703335,0.25610800000000006,0.11012430232558136,0.00032865196078431377,0.05965113402061856,0.19531246153846155,1.172214551971326,0.0,2.034550721649484,0.8849695454545453,2.6690601298701297,0.6545289915966386,1.295114,1.4538939999999998,0.5549534013605443,0.8735632513829136,2.3353676689189187,1.4414020463320456,6.970498148148147,1.7530871497584535,1.1862994339622641,1.7637804255319152,0.7530983116883123,2.136894137931035,0.09706741935483872,0.5332394871794871,0.08116777777777778,1.1871100833333326,1.0384978082191778,1.9151512307692307,0.24002260204081635,1.6271992727272726,2.1593986343612346,0.4974014545454545,0.18928947368421054,2.3627511904761906,2.9195031395348825,1.8137640217391298,2.094654358974359,1.7006683943965504,1.6619799000000004,0.5420885101010102,0.9724791379310346,0.0,0.10855928571428573,0.6698553926701569,0.5055786776859506,0.5900255696202533,0.4770057894736842,1.9406966666666665,0.049743333333333334,0.2372162285714286,0.8918381081081082,0.9591611252653931,0.15802753649635035,0.00069125,0.5325038235294117,0.2430756818181818,0.6205474,2.4240800000000005,0.6234481666666665,0.5010211249999998,1.8504694649681535,0.9600963380281687,2.597919432314411,0.8758269090909094,0.3625888679245283,1.8103484800000003,3.8483636400000005,0.4936297077922078,0.16188555555555556,1.9784069741697417,0.06837076923076922,2.1632690625,1.1150863666666677,1.1600883333333332,0.37433906432748537
Euryarchaeota,0.4634958862483314,1.612325,0.41638675774134787,0.04725649999999999,0.03703742857142857,0.5775447093023259,0.0,0.006138556701030928,0.031021999999999994,0.25732103942652323,0.0,0.4250956701030928,0.12238990909090908,1.2888340259740256,0.006163949579831933,0.011558000000000002,0.8495778333333334,0.03012299319727892,0.0493976029502151,0.22500797297297295,0.015343397683397684,0.7777865432098765,1.539330434782608,0.19169188679245283,1.3677705319148934,0.11515275324675328,1.508893793103448,0.05782516129032258,0.8729814529914531,0.0,0.0,0.16171657534246572,0.3129063846153846,2.9081632653061227e-05,0.20868563636363643,1.8244409779735684,0.0035274545454545454,0.7517091228070176,0.6540042857142858,0.3830755813953488,0.0,0.14776769230769227,0.36730768318965507,0.0726203,0.7939210606060605,1.7543631034482756,0.0,1.3762989285714284,0.3821115183246073,0.11894787878787877,0.022971308016877634,0.32176973684210525,0.06640402777777779,3.217040416666665,0.10040274285714286,0.7951440540540541,0.9458981740976645,0.08433857055961069,7.382418000000003,0.5128533823529412,0.04855045454545455,0.7065244000000002,0.0,0.7681805000000003,0.09472862500000001,0.01308299363057325,0.4988892394366197,0.3332397816593887,0.4871676363636363,0.05296735849056604,0.22423576,1.5236801600000005,0.052087321428571434,1.5925702777777777,0.12005645756457564,6e-06,0.386016328125,1.0320425000000002,1.9918542948717943,0.034381578947368416
Fusobacteria,0.10156326889185584,6.3125e-05,0.025521857923497267,0.004972725000000001,0.006295857142857141,0.03004936046511627,0.013999485294117648,0.01592536082474227,0.7783215384615384,0.1807290322580645,0.2421902127659574,0.038480412371134025,0.011329545454545453,0.06773383116883117,0.046158067226890746,0.0026747999999999997,0.03426799999999999,0.006036122448979591,0.07309473878303624,0.008845912162162161,0.031864054054054056,0.015314444444444445,0.0008713526570048309,0.02218433962264151,0.04710999999999999,0.6319130649350652,0.000301448275862069,0.0,0.019577008547008546,0.38623629629629624,0.014558916666666668,0.06106041095890411,0.1090796923076923,0.0542244387755102,0.03147472727272727,0.002526264317180617,0.012239363636363637,0.011151929824561405,0.0,0.030033255813953486,0.0006385869565217392,0.009186410256410257,0.025582737068965525,0.0052036,0.20018691919191914,0.0011905172413793103,0.0,0.016561964285714284,0.00016544502617801048,0.34608096418732787,0.6953308438818566,0.06445815789473684,0.003228194444444445,0.00288,0.013096114285714283,0.020975135135135135,0.001879384288747346,0.003455042579075426,0.0,0.5077745588235296,0.06276136363636364,0.0003594,0.026863000000000005,0.010783333333333332,0.8967639999999999,0.016128789808917198,0.0509319718309859,0.3589114410480349,0.029412272727272724,0.0,0.08409256000000001,0.0037229200000000002,0.7058138311688312,0.23286166666666666,0.005330184501845019,0.2091404615384615,0.4178589843749999,0.01928563333333334,0.45652500000000007,0.07925087719298242
Spirochaetes,0.06021072897196266,0.0,0.035137568306010926,0.017266325,0.1302782857142857,0.6839114534883721,0.0,0.0,0.0,0.0,1.086891489361702,0.009649278350515465,0.006961636363636363,0.01006305194805195,0.0,0.0,0.018914833333333332,0.008943401360544218,0.0016640565457897972,0.10284837837837837,0.0,0.0,0.025023574879227052,0.0026913207547169813,0.0,0.0616357922077922,0.003720275862068965,0.09077161290322579,0.012212393162393162,0.08646777777777778,0.0,0.07611065068493152,0.02434065384615384,0.0,0.0,0.003548193832599119,8e-06,1.053304210526316,0.0,0.0,0.0,0.0,0.00042297413793103444,0.0,0.07692131313131312,1.5370751724137932,0.0,0.3063689285714286,0.038039581151832466,0.06466732782369146,0.0012356118143459914,1.4423931578947369,0.01611125,0.38444416666666653,0.4209284,0.0,0.010929978768577497,0.001496088807785888,3.0105734999999996,0.8739438235294117,0.15679977272727275,0.31167700000000004,0.000910625,0.00047650000000000004,0.20765387499999996,0.0,0.0010189295774647887,0.01761698689956332,0.017072909090909093,0.033162452830188684,0.00097224,0.03213272,0.2262454870129869,0.021338611111111114,0.0,0.0,0.000157890625,0.021589133333333333,0.06222929487179487,0.0008007602339181287
